,SMILES,logS,Processed_SMILES
1340,NC(N)=N[N+]([O-])=O,-1.4858424644,NC(N)=N[N+](=O)[O-]
2116,CC(C)CCCCCCCOC(=O)C(C)=C,-6.0559466089,C=C(C)C(=O)OCCCCCCCC(C)C
3608,CC=CC#N,-0.4287,CC=CC#N
5852,C1CCC[NH2+]CC1,-0.49,C1CCC[NH2+]CC1
7558,NNC(=O)C1=CC=C(C=C1)C(=O)NN,-2.29,NNC(=O)C1=CC=C(C(=O)NN)C=C1
4109,COC(=O)C(C)=COP(=S)(OC)OC,-2.7785,COC(=O)C(C)=COP(=S)(OC)OC
1950,CNC=O,1.2286477338,CNC=O
6102,C[NH+]=C(C[N+]([O-])=O)NCCSCC1=CC=C(C[NH+](C)C)O1,-2.5,C[NH+]=C(C[N+](=O)[O-])NCCSCC1=CC=C(C[NH+](C)C)O1
231,CC1CC(CC(C)(C)C1)OC(=O)C(C)=C,-4.5985985087,C=C(C)C(=O)OC1CC(C)CC(C)(C)C1
3364,OC1=CC=C(C2CCCCC2)C(O)=C1,-2.5763,OC1=CC=C(C2CCCCC2)C(O)=C1
3166,O=NN1CCCC1,0.9995,O=NN1CCCC1
6424,NS(=O)(=O)C1=CC=C(NC2=NC(NC(=O)C3=CC=CN=C3)=NC=C2)C=C1,-1.27,NS(=O)(=O)C1=CC=C(NC2=NC(NC(=O)C3=CC=CN=C3)=NC=C2)C=C1
7087,COC(=O)C1=CC(O)=C(OC)C(O)=C1,-1.6,COC(=O)C1=CC(O)=C(OC)C(O)=C1
7270,COC1=CC=C(C=C1)C(=O)NN,-1.15,COC1=CC=C(C(=O)NN)C=C1
3698,[O-]C(=O)C(S)CS,-0.2374,O=C([O-])C(S)CS
7882,OCC1OC(O)C(O)C(O)C1O,0.4433,OCC1OC(O)C(O)C(O)C1O
3067,CCCCCOC(C)=O,-1.8841,CCCCCOC(C)=O
762,COC(=O)C1=CC=C(C(=O)OC)C([N-]N=C(C(C)=O)C(=O)NC2=CC=C3NC(=O)NC3=C2)=C1,-6.3140693713,COC(=O)C1=CC=C(C(=O)OC)C([N-]N=C(C(C)=O)C(=O)NC2=CC=C3NC(=O)NC3=C2)=C1
6718,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O,-4.1,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O
4257,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C=C1Cl,-8.5801,ClC1=CC(Cl)=C(Cl)C(C2=CC(Cl)=C(Cl)C=C2Cl)=C1
5211,CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1Cl,-5.2917,CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1Cl
2549,CN(C)P(F)(=O)N(C)C,0.8121,CN(C)P(=O)(F)N(C)C
2612,CN1C(=O)OC(C)(C)C1=O,-0.4568,CN1C(=O)OC(C)(C)C1=O
7078,ON=C1C(=O)C=CC2=C1C=CC=C2,-2.94,O=C1C=CC2=C(C=CC=C2)C1=NO
3167,O=NN1CCCCCC1,-1.0006,O=NN1CCCCCC1
2009,CCOC(C)(C)CC,-1.4719350107,CCOC(C)(C)CC
4020,[O-]C(=O)CC(=O)C1=CC=CC=C1[N+]([O-])=O,-1.8434,O=C([O-])CC(=O)C1=CC=CC=C1[N+](=O)[O-]
7213,CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl,-0.36,CC1=CC=C(S(=O)(=O)[N-]Cl)C=C1
841,CC(C)=CCCC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1,-7.985818524400001,CC(C)=CCCC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1
3047,CC(C)OC=O,-0.6301,CC(C)OC=O
522,CCCCCC(O)C=C,-1.8219317146,C=CC(O)CCCCC
1963,OCC#C,1.2513159198,C#CCO
5524,CC(CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2)C[NH+](C)C,-4.79,CC(CN1C2=C(C=CC=C2)CCC2=C1C=CC=C2)C[NH+](C)C
5335,NC(=O)CCl,-0.0166,NC(=O)CCl
7944,CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,-2.0822,CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2
5836,ClC1=CC(Cl)=C(Cl)C(OC2=CC(Cl)=C(Cl)C=C2Cl)=C1Cl,-9.05,ClC1=CC(Cl)=C(Cl)C=C1OC1=C(Cl)C(Cl)=CC(Cl)=C1Cl
5883,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,-2.98,O=C1NC(=O)C2(CCCCCC2)C(=O)N1
2410,CC1=CC(Cl)=CC=C1OCCCC([O-])=O,-3.678,CC1=CC(Cl)=CC=C1OCCCC(=O)[O-]
3086,CCOC(C)(C)C,-0.9302,CCOC(C)(C)C
43,CCC1=CC(CC2=CC(CC)=C(N)C(CC)=C2Cl)=C(Cl)C(CC)=C1N,-7.2780387128,CCC1=CC(CC2=CC(CC)=C(N)C(CC)=C2Cl)=C(Cl)C(CC)=C1N
6521,CCN(CC)C1=NC(C)=CC(OP(=S)(OC)OC)=N1,-4.133,CCN(CC)C1=NC(C)=CC(OP(=S)(OC)OC)=N1
427,CC1=C(Cl)C=CC=C1Cl,-3.7919361419,CC1=C(Cl)C=CC=C1Cl
3693,[O-][N+](=O)C(COC(=O)C1=CC=CC=C1C(=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,-3.5782,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C1=CC=CC=C1C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
2446,CC(OC1=CC=CC(Cl)=C1)C([O-])=O,-2.2232,CC(OC1=CC=CC(Cl)=C1)C(=O)[O-]
2020,COC(=O)C1=C(C)C(C#N)=C(N)S1,-4.9917376214,COC(=O)C1=C(C)C(C#N)=C(N)S1
3552,CC1=CC(=CC=C1N=NC1=CC=CC=C1)N(CCO)CCO,-4.1254,CC1=CC(N(CCO)CCO)=CC=C1N=NC1=CC=CC=C1
3415,CC1=C2C=CC=CC2=CC2=C1C1=C(C=CC=C1)C=C2,-6.5648,CC1=C2C=CC=CC2=CC2=C1C1=C(C=CC=C1)C=C2
6604,CC(C)(C([O-])=O)C([O-])=O,-0.1669999999999999,CC(C)(C(=O)[O-])C(=O)[O-]
2674,N1C2=C(C3=C1C=CC1=C3C=CC=C1)C1=C(C=CC=C1)C=C2,-6.6277,C1=CC2=C(C=C1)C1=C(C=C2)NC2=C1C1=C(C=CC=C1)C=C2
7249,C[NH+](C)CC1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1=O,-1.49,C[NH+](C)CC1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1=O
3836,CCOP(=O)(OCC)SCC1=CC=CC=C1,-2.4155,CCOP(=O)(OCC)SCC1=CC=CC=C1
6400,CCC[NH+](CCC)CC1=CC=CC(=C1)C(=O)OCCOCN1C=NC2=C1N=C(N)NC2=O,-0.35,CCC[NH+](CCC)CC1=CC=CC(C(=O)OCCOCN2C=NC3=C2N=C(N)NC3=O)=C1
2973,CC(Cl)C(Cl)Cl,-1.8898,CC(Cl)C(Cl)Cl
1024,OCC(CO)(CBr)CBr,-1.1304017512,OCC(CO)(CBr)CBr
3867,COC1=CC=C(OC2=CC=C(NC(=O)N(C)C)C=C2)C=C1,-4.1558,COC1=CC=C(OC2=CC=C(NC(=O)N(C)C)C=C2)C=C1
7214,COC1=C(O)C(OC)=C(Cl)C=C1Cl,-2.96,COC1=C(Cl)C=C(Cl)C(OC)=C1O
2050,CCCCC(CC)COC(=O)C1=CC=C(C=C1)C(=O)OCC(CC)CCCC,-8.9896322186,CCCCC(CC)COC(=O)C1=CC=C(C(=O)OCC(CC)CCCC)C=C1
3125,FCCCl,-0.5291,FCCCl
6854,O=S1(=O)C2=C(C=CC=C2)C2=C1C=CC=C2,-4.57,O=S1(=O)C2=C(C=CC=C2)C2=C1C=CC=C2
4820,CC1=CC=C(Br)C=C1,-3.1917,CC1=CC=C(Br)C=C1
5715,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,-5.42,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
5131,CCOP(=O)(SC1=CC=CC=C1)SC1=CC=CC=C1,-3.3305,CCOP(=O)(SC1=CC=CC=C1)SC1=CC=CC=C1
7967,CC(C)OC(=O)C(C)N(C(=O)C1=CC=CC=C1)C1=CC=C(F)C(Cl)=C1,-4.4817,CC(C)OC(=O)C(C)N(C(=O)C1=CC=CC=C1)C1=CC=C(F)C(Cl)=C1
1515,[O-]S(=O)(=O)C1=CC(NC(=O)C2=CC=CC=C2)=C2C(=C1)C=C(C(=NNC1=C(C3=CC=CC(CNC4=NC(F)=NC(F)=C4Cl)=C3C=C1)S([O-])(=O)=O)C2=O)S([O-])(=O)=O,-0.8900865081,O=C(NC1=C2C(=O)C(=NNC3=C(S(=O)(=O)[O-])C4=CC=CC(CNC5=NC(F)=NC(F)=C5Cl)=C4C=C3)C(S(=O)(=O)[O-])=CC2=CC(S(=O)(=O)[O-])=C1)C1=CC=CC=C1
3004,OCC1=CC=CC=C1[N+]([O-])=O,-1.4861,O=[N+]([O-])C1=CC=CC=C1CO
318,CC1=CC=C(O)C(=C1)C(C)(C)C,-2.6917536232,CC1=CC=C(O)C(C(C)(C)C)=C1
4931,CCOC(=O)CC(C)=O,-0.073,CCOC(=O)CC(C)=O
5877,NC1=CNC(=O)NC1=O,-2.41,NC1=CNC(=O)NC1=O
4747,CCOC(=O)C1(CC1)S(=O)(=O)C1=CC=C(C)C=C1,-3.0104,CCOC(=O)C1(S(=O)(=O)C2=CC=C(C)C=C2)CC1
2518,CC(C)COC(C)=O,-1.2657,CC(=O)OCC(C)C
6013,CC1=NC2=C([N-]C=NC2=O)N=C1,-1.65,CC1=NC2=C(N=C1)[N-]C=NC2=O
2423,CC(OP(C)(F)=O)C(C)(C)C,-0.9383,CC(OP(C)(=O)F)C(C)(C)C
5116,CNC(=O)OC1=CC(C)=CC(=C1)C(C)C,-3.3575,CNC(=O)OC1=CC(C)=CC(C(C)C)=C1
2501,CC1=CC(C)=[NH+]C(C)=C1,-0.5394,CC1=CC(C)=[NH+]C(C)=C1
7081,COC1=CC(C(=O)C=CC2=CC=CC=C2)=C(O)C=C1,-6.0,COC1=CC(C(=O)C=CC2=CC=CC=C2)=C(O)C=C1
5822,ClC1=CC(Cl)=C(OC2=C(Cl)C(Cl)=C(Cl)C=C2)C(Cl)=C1,-8.1,ClC1=CC(Cl)=C(OC2=C(Cl)C(Cl)=C(Cl)C=C2)C(Cl)=C1
5545,COC12C3NC3CN1C1=C(C2COC(N)=O)C(=O)C(N)=C(C)C1=O,-2.56,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12
4237,CN1C(=O)NC(=O)C2=NC(C)=C(C)N=C12,-2.1129,CC1=C(C)N=C2C(=N1)C(=O)NC(=O)N2C
784,CN(C)C1=CC=C(C=C1)C(O)(C1=CC=C(C=C1)N(C)C)C1=CC=C(NC2=CC=CC=C2)C2=CC=CC=C12,-6.9891355524000005,CN(C)C1=CC=C(C(O)(C2=CC=C(N(C)C)C=C2)C2=CC=C(NC3=CC=CC=C3)C3=CC=CC=C32)C=C1
910,O=C1OC(=O)C2=C3C(C=CC=C13)=CC=C2,-6.2970532498,O=C1OC(=O)C2=C3C(=CC=C2)C=CC=C13
4065,CC1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,-6.1517,CC1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1
5152,C1=CC2=C(N=C1)C1=C(C=C2)N=CC=C1,-2.6806,C1=CC2=C(N=C1)C1=C(C=C2)N=CC=C1
799,O=C(OCCCC1=CC=CC=C1)C1=CC=CC=C1,-4.8009737888,O=C(OCCCC1=CC=CC=C1)C1=CC=CC=C1
3677,CCC(CC)(CC([O-])=O)C([O-])=O,-0.7962,CCC(CC)(CC(=O)[O-])C(=O)[O-]
3562,OC1=C([O-])C(CN(CC([O-])=O)CC([O-])=O)=CC2=C1C(=O)C1=CC=CC=C1C2=O,-1.8077,O=C([O-])CN(CC(=O)[O-])CC1=CC2=C(C(=O)C3=CC=CC=C3C2=O)C(O)=C1[O-]
545,OC1CCCCCCCCCCC1,-3.9891177261,OC1CCCCCCCCCCC1
4093,COC(=O)N(C)C(=O)CSP(C)(=S)OC,-1.9563,COC(=O)N(C)C(=O)CSP(C)(=S)OC
4743,CCS(=O)(=O)C1=C(N2C=CC=CC2=N1)S(=O)(=O)[N-]C(=O)NC1=NC(OC)=CC(OC)=N1,-4.4191,CCS(=O)(=O)C1=C(S(=O)(=O)[N-]C(=O)NC2=NC(OC)=CC(OC)=N2)N2C=CC=CC2=N1
4438,[O-]C(=O)C1=C(Cl)C(Cl)=CO1,-1.8263,O=C([O-])C1=C(Cl)C(Cl)=CO1
3652,CCOC(=O)C(CC([O-])=O)=C(C1=CC=CC=C1)C1=CC=CC=C1,-2.1908,CCOC(=O)C(CC(=O)[O-])=C(C1=CC=CC=C1)C1=CC=CC=C1
6953,OC1=CC=C(C=C1)N=NC1=C(C=C(Cl)C=C1)C([O-])=O,-3.86,O=C([O-])C1=C(N=NC2=CC=C(O)C=C2)C=CC(Cl)=C1
2341,CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,-5.1901,CC(=O)C1=C(C)C([N+](=O)[O-])=C(C(C)(C)C)C([N+](=O)[O-])=C1C
7082,COC(=O)C1=CC(Br)=C(O)C=C1,-3.17,COC(=O)C1=CC(Br)=C(O)C=C1
6954,CC(=NNC(=O)C1=CC=NC=C1)C([O-])=O,-3.31,CC(=NNC(=O)C1=CC=NC=C1)C(=O)[O-]
5284,[O-]C1=CC(=CC=C1[N+]([O-])=O)[N+]([O-])=O,-2.6796,O=[N+]([O-])C1=CC=C([N+](=O)[O-])C([O-])=C1
989,NC(=O)NC1=NC(=O)NC1O,-1.5087824856999998,NC(=O)NC1=NC(=O)NC1O
2510,CCC#CC(C)O,-0.4121,CCC#CC(C)O
5487,COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,-3.68,COP(=S)(OC)OC1=CC=C([N+](=O)[O-])C=C1
1710,CC(CCO)CCC1=CC=CC=C1,-2.6600258381,CC(CCO)CCC1=CC=CC=C1
4471,ClC1=CC=CC(=C1)C1=CC=C(Cl)C(Cl)=C1Cl,-6.77,ClC1=CC=CC(C2=CC=C(Cl)C(Cl)=C2Cl)=C1
7184,CCCCCCCOC(=O)C1=CC(I)=C(O)C=C1,-4.56,CCCCCCCOC(=O)C1=CC(I)=C(O)C=C1
4862,[O-]C(=O)COC1=CC=CC=C1,-1.1031,O=C([O-])COC1=CC=CC=C1
1405,CC1=C(CO)NC=N1,0.2683337666,CC1=C(CO)NC=N1
5155,C1=CC2=CC=NC=C2C=C1,-1.456,C1=CC2=CC=NC=C2C=C1
7059,CN(CC([O-])=O)C(=S)SCC1=CC=CC=C1,-3.23,CN(CC(=O)[O-])C(=S)SCC1=CC=CC=C1
7405,[O-]C(=O)CC(CSC([O-])=O)C1=CC=CC=C1,-1.24,O=C([O-])CC(CSC(=O)[O-])C1=CC=CC=C1
2447,OC1=CC=C(CC2=CC=CC=C2)C=C1,-3.4009,OC1=CC=C(CC2=CC=CC=C2)C=C1
5019,CCCCN(CCCC)N=O,-2.0955,CCCCN(CCCC)N=O
6377,CS(=O)C1=CC=C2OC3=C(C=C(C=C3)C([O-])=O)C(=O)C2=C1,-5.02,CS(=O)C1=CC=C2OC3=C(C=C(C(=O)[O-])C=C3)C(=O)C2=C1
7789,[NH3+]C(CO)(CO)CO,0.7906283690000001,[NH3+]C(CO)(CO)CO
3336,OCCNC(=O)CCCCC(=O)NCCO,0.4121,O=C(CCCCC(=O)NCCO)NCCO
7358,COC1=CC(=CC(OC)=C1)C(=O)N(O)C1=C(C)C=CC=C1,-3.65,COC1=CC(OC)=CC(C(=O)N(O)C2=C(C)C=CC=C2)=C1
8013,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.7076,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
6131,CN1C2=C(N(C=N2)C(C)=O)C(=O)N(C)C1=O,-1.4,CC(=O)N1C=NC2=C1C(=O)N(C)C(=O)N2C
5965,O=C1NC=C2N=CC=NC2=N1,-2.0,O=C1N=C2N=CC=NC2=CN1
2840,[O-]C(=O)C=CC1=CC=CO1,-1.8392,O=C([O-])C=CC1=CC=CO1
4052,CCCCC(CC)COC(=O)COC1=CC=C(Cl)C=C1Cl,-7.0122,CCCCC(CC)COC(=O)COC1=CC=C(Cl)C=C1Cl
1191,CCOC(=O)CC#N,-0.3276124069,CCOC(=O)CC#N
714,CCOCOC1CCCCCCCCCCC1,-5.335319967699999,CCOCOC1CCCCCCCCCCC1
7551,CC12CCC3C(CCC4CC(O)CCC34C)C1(O)CCC2C1=CC(=O)OC1,-4.57,CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O
7979,CC(C)(C)C(O)C(=CC1=CC=C(Cl)C=C1)N1C=NC=N1,-4.5403,CC(C)(C)C(O)C(=CC1=CC=C(Cl)C=C1)N1C=NC=N1
2747,CC1=CC(C)=C(C([O-])=O)C(C)=C1,-2.3566,CC1=CC(C)=C(C(=O)[O-])C(C)=C1
4174,ClC(Cl)C(=O)N(CC=C)CC=C,-1.6193,C=CCN(CC=C)C(=O)C(Cl)Cl
7121,CC(C)(C)CC(C)(C)C1CCC(=NO)C(C1)=NO,-6.41,CC(C)(C)CC(C)(C)C1CCC(=NO)C(=NO)C1
6146,ClC1=CC=C(Cl)C(OC2=CC=CC=C2)=C1Cl,-5.95,ClC1=CC=C(Cl)C(OC2=CC=CC=C2)=C1Cl
3508,[O-][N+](=O)C1=CC=CC(Cl)=C1Cl,-3.4881,O=[N+]([O-])C1=CC=CC(Cl)=C1Cl
5587,COC1=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=CC=C1Cl,-4.15,COC1=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=CC=C1Cl
6505,CC(C)CC(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CC1=CC=CC=C1)NC(=O)OC(C)(C)C)C(=O)NCC1=CC=CC(C[NH3+])=C1,-4.7,CC(C)CC(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CC1=CC=CC=C1)NC(=O)OC(C)(C)C)C(=O)NCC1=CC=CC(C[NH3+])=C1
916,CCC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)CC,-6.495513117200001,CCC(C)(C)C1=CC(O)=C(C(C)(C)CC)C=C1O
4279,ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,-7.6794,ClC1=CC=C(Cl)C(C2=CC(Cl)=C(Cl)C(Cl)=C2Cl)=C1
7760,COC1=CC=C(CC[NH+](C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,-3.98,COC1=CC=C(CC[NH+](C)CCCC(C#N)(C2=CC=C(OC)C(OC)=C2)C(C)C)C=C1OC
4946,CCCCCCCC=C,-5.052,C=CCCCCCCC
3577,CCC1=CNC(=O)NC1=O,-1.9424,CCC1=CNC(=O)NC1=O
2337,CC(C)C1=NN=C([N-]S(=O)(=O)C2=CC=C(N)C=C2)S1,-3.4141,CC(C)C1=NN=C([N-]S(=O)(=O)C2=CC=C(N)C=C2)S1
1045,[O-]S(=O)(=O)C(F)(F)F,0.9030401981,O=S(=O)([O-])C(F)(F)F
7232,NC1=C2C=CC=CC2=[NH+]C2=CC=C(Cl)C=C12,-2.42,NC1=C2C=CC=CC2=[NH+]C2=CC=C(Cl)C=C21
5907,CCCCCCC1(CC)C(=O)NC(=S)NC1=O,-4.08,CCCCCCC1(CC)C(=O)NC(=S)NC1=O
5447,ClC1=CC2=CC=CC=C2C=C1Cl,-5.36,ClC1=CC2=CC=CC=C2C=C1Cl
5205,COS(=O)(=O)OC,-0.6537,COS(=O)(=O)OC
5373,CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,-2.77,CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O
2531,[O-]C(=O)COCC([O-])=O,0.4927,O=C([O-])COCC(=O)[O-]
4986,ClC1=CC=CC2=C1OC1=CC=CC=C1O2,-5.7196,ClC1=CC=CC2=C1OC1=CC=CC=C1O2
6061,CC[NH+](CC)CCOC(=O)C1=CC=C(NC(C)=O)C=C1,-1.65,CC[NH+](CC)CCOC(=O)C1=CC=C(NC(C)=O)C=C1
4666,CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,-7.4604,CC1=NN(C)C(OC2=CC=CC=C2)=C1C=NOCC1=CC=C(C(=O)OC(C)(C)C)C=C1
5293,NC1=CC(Cl)=CC(C([O-])=O)=C1Cl,-2.4688,NC1=CC(Cl)=CC(C(=O)[O-])=C1Cl
2365,CC(C)CCOC(=O)C1=CC=CC=C1O,-3.1572,CC(C)CCOC(=O)C1=CC=CC=C1O
2770,CC1OCCO1,0.8789,CC1OCCO1
2740,CC(=O)C1CC(CC([O-])=O)C1(C)C,-0.5752,CC(=O)C1CC(CC(=O)[O-])C1(C)C
2386,CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,-2.8267,CN(C)C1=CC=C(C(=O)C2=CC=C(N(C)C)C=C2)C=C1
2402,[O-]C(=O)CCCOC1=CC(Cl)=C(Cl)C=C1Cl,-3.8294,O=C([O-])CCCOC1=CC(Cl)=C(Cl)C=C1Cl
464,CCCCOCCOCCOC(=O)C(C)=C,-2.0159485066,C=C(C)C(=O)OCCOCCOCCCC
4412,BrC1=CC2=C(C=C1Br)C1=C(O2)C=C(Br)C(Br)=C1,-6.8395,BrC1=CC2=C(C=C1Br)C1=C(C=C(Br)C(Br)=C1)O2
817,FC(F)(F)F,-3.6703396281,FC(F)(F)F
1687,CC(CCC=C(C)C)C=O,-2.4478585415,CC(C)=CCCC(C)C=O
3476,O=C1CCCC1C#N,-0.3567,N#CC1CCCC1=O
7649,CCCOC(=O)C1=CC=C(N)C=C1,-2.452,CCCOC(=O)C1=CC=C(N)C=C1
5901,[O-]C(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,-1.6,O=C([O-])CCCNC(=O)NC12CC3CC(CC(C3)C1)C2
903,CCCCCCC(O)CCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCC(O)CCCCCC,-6.7352071916,CCCCCCC(O)CCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCC(O)CCCCCC
5910,OC1=CC=C(C([O-])=O)C(O)=C1,-1.41,O=C([O-])C1=CC=C(O)C=C1O
3765,CCC(C)(O)C(C)(C)C,-1.2708,CCC(C)(O)C(C)(C)C
858,S=C1NC2=CC=CC=C2N1,-2.176687281,S=C1NC2=CC=CC=C2N1
6983,CCCCCCCCC(CO[N+]([O-])=O)O[N+]([O-])=O,-5.72,CCCCCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-]
5238,ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3OC2=C1Cl,-12.0605,ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3OC2=C1Cl
6744,ClC1=CC(Cl)=C(Cl)C2=NSN=C12,-4.98,ClC1=CC(Cl)=C(Cl)C2=NSN=C12
6698,C1CCOC1,0.56,C1CCOC1
6165,O=C(OC1=CC=CC(=C1)N=C=S)C1=CC=CC=C1,-4.85,O=C(OC1=CC=CC(N=C=S)=C1)C1=CC=CC=C1
1587,CC1CC=C(C)C(=O)C1C,-1.8852669619,CC1=CCC(C)C(C)C1=O
3134,CCCOP(=O)(OCC)OCC,0.4063,CCCOP(=O)(OCC)OCC
8039,[O-]C(=O)C=CC1=CN=CN1,-1.964,O=C([O-])C=CC1=CN=CN1
2492,C[NH+](C)CCO,1.0499,C[NH+](C)CCO
2705,CC(=O)NC1=CC=C(C)C=C1F,-1.7403,CC(=O)NC1=CC=C(C)C=C1F
6641,CCN(CC1=C(F)C=CC=C1Cl)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-6.625,CCN(CC1=C(F)C=CC=C1Cl)C1=C([N+](=O)[O-])C=C(C(F)(F)F)C=C1[N+](=O)[O-]
362,COC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,-3.9512810281,COC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl
1795,C=CCOC(=O)CCC1CCCCC1,-4.0624492536000005,C=CCOC(=O)CCC1CCCCC1
533,CC(=C)C(=O)OCC1CCCO1,-0.9524550039,C=C(C)C(=O)OCC1CCCO1
3800,CC(C)C(O)C#N,0.3048,CC(C)C(O)C#N
4217,CC1=NN=C(C(=O)N1N)C1=CC=CC=C1,-2.0506,CC1=NN=C(C2=CC=CC=C2)C(=O)N1N
601,CC(=O)NC1=CC=C(O)C=C1,-1.0333232127,CC(=O)NC1=CC=C(O)C=C1
3500,NC(=O)NCl,0.3256,NC(=O)NCl
6261,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NC(=O)N1,-3.55,NC1=CC=C(S(=O)(=O)NC2=CC=NC(=O)N2)C=C1
4835,CCN(CC)C1=CC=CC=C1,-3.0278,CCN(CC)C1=CC=CC=C1
6796,ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,-5.65,ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl
5794,CC(C([O-])=O)C1=CC=C(C=C1)N1CC2=C(C=CC=C2)C1=O,-4.72,CC(C(=O)[O-])C1=CC=C(N2CC3=C(C=CC=C3)C2=O)C=C1
3574,CC(C)C(=O)OC1=CC=C(C=C1)[N+]([O-])=O,-3.9588,CC(C)C(=O)OC1=CC=C([N+](=O)[O-])C=C1
5263,CN1C=NC2=C1C(=O)NC(=O)N2C,-2.7372,CN1C=NC2=C1C(=O)NC(=O)N2C
3898,CCCCCCP(=O)(OCC)OCC,-2.5687,CCCCCCP(=O)(OCC)OCC
2175,[O-]C1=CC2=CC=CC=C2C=C1C(=O)N=NNC1=CC(Cl)=C(C=C1Cl)C1=CC=C(C=C1)C1=CC(Cl)=C(NN=NC(=O)C2=CC3=CC=CC=C3C=C2[O-])C=C1Cl,-8.0871707055,O=C(N=NNC1=CC(Cl)=C(C2=CC=C(C3=CC(Cl)=C(NN=NC(=O)C4=CC5=CC=CC=C5C=C4[O-])C=C3Cl)C=C2)C=C1Cl)C1=CC2=CC=CC=C2C=C1[O-]
6745,ClC1=NC2=CN=CN=C2N=C1,-0.87,ClC1=NC2=CN=CN=C2N=C1
5448,ClC1=CC2=C(Cl)C=CC=C2C=C1,-5.92,ClC1=CC2=C(Cl)C=CC=C2C=C1
7137,COC(C)C(NC(=O)C1=CC=CC=C1)C([O-])=O,-1.74,COC(C)C(NC(=O)C1=CC=CC=C1)C(=O)[O-]
1471,COC=C,-0.5310304973,C=COC
367,CCCCCCCCC(C)C#N,-4.6324209502,CCCCCCCCC(C)C#N
7825,OCC(O)C(O)C(O)C(O)C(O)C([O-])=O,0.7066663199,O=C([O-])C(O)C(O)C(O)C(O)C(O)CO
